( neut_book_s01_0135 "Il désirait reconnaître ce lac Grant, si magnifiquement encadré dans sa bordure d'arbres." )
( neut_book_s01_0136 "Mon oncle revint sur ses pas." )
( neut_book_s01_0137 "Toute trace de tempête, avait disparu." )
( neut_book_s01_0139 "Tranquillisez-vous monsieur le professeur, il n'y a pas là de quoi se préoccuper." )
( neut_book_s01_0140 "Toute leur science, toute leur intelligence, ne pouvait rien dans cette situation." )
( neut_book_s01_0141 "Quelques meubles, couchette, table banc, armoire, coffre, furent fabriqués, et des armes, des munitions des outils, furent transportés au corral." )
( neut_book_s01_0142 "Il fallait compter par terre vingt-deux milles environ, voyage à faire en deux jours, suivant l'opinion de mon oncle." )
( neut_book_s01_0143 "Aristote a constaté les dimensions d'un calmar de cinq coudées, soit, trois mètres dix." )
( neut_book_s01_0144 "Ils ne traverseront toujours pas le canal, dit le marin." )
( neut_book_s01_0145 "Les rames ne plongeaient dans l'eau qu'à de longs intervalles." )
( neut_book_s01_0146 "Un grain de blé !" )
( neut_book_s01_0147 "Le capitaine Nemo, venait de mettre son appareil électrique en activité." )
( neut_book_s01_0148 "Nous gravissions des rocs, qui s'éboulaient ensuite par pans, énormes avec un sourd grondement d'avalanche." )
( neut_book_s01_0149 "La lampe électrique, était combinée de manière à donner tout son pouvoir éclairant." )
( neut_book_s01_0150 "Oui, monsieur Cyrus." )
( neut_book_s01_0151 "C'est ce qui vous trompe monsieur le professeur, répondit Ned." )
( neut_book_s01_0152 "Vers midi un bruit très éloigné se fait entendre." )
( neut_book_s01_0153 "Ils se battent, ou ils jouent." )
( neut_book_s01_0154 "Bientôt l'île Keeling disparut sous l'horizon, et la route fut donnée au nord-ouest vers la pointe de la péninsule indienne." )
( neut_book_s01_0155 "Les baleiniers anglais lui ont donné le nom de ice-blinck. Quelque épais que soient les nuages, ils ne peuvent l'obscurcir." )
( neut_book_s01_0266 "On le dépeça sous les yeux du Canadien, qui tenait à suivre tous les détails de l'opération." )
( neut_book_s01_0267 "C'est plus qu'utile, c'esthh nécessaire ! Sans cela, comment connaître la distance à laquelle nous pouvons envoyer un de ces jolis boulets dont nous sommes approvisionnés ?" )
( neut_book_s01_0314 "Jusqu'alors les fatigues l'avaient emporté sur les difficultés ; maintenant celles-ci allaient véritablement naître sous nos pas." )
( neut_book_s01_0359 "Ah ! monsieur Cyrus, répondit le jeune garçon, soyez tranquille, je ne mourrai pas en route !" )
( neut_parl_s01_0001 "Benoît Hamon, monsieur le ministre, ce texte, c'est votre projet." )
( neut_parl_s01_0002 "Cette lutte se situe à deux niveaux." )
( neut_parl_s01_0003 "Venons-en maintenant au fond." )
( neut_parl_s01_0004 "Peu à peu, ils mobilisent des moyens." )
( neut_parl_s01_0005 "s'il y a unanimité pour augmenter le volume, nous le ferons." )
( neut_parl_s01_0006 "En France, c'est le statu quo qui serait inacceptable." )
( neut_parl_s01_0007 "Une baisse est une baissee, et une hausse, même modérée, est une hausse." )
( neut_parl_s01_0008 "Cela inclut notamment les communes de résidence de l'un ou, l'autre des époux." )
( neut_parl_s01_0009 "Le chômage a atteint un niveau record." )
( neut_parl_s01_0010 "Ce serait un peu choquant." )
( neut_parl_s01_0011 "On peut le faire, si ce principe vient en contrepartie d'un autre principe de même niveau." )
( neut_parl_s01_0012 "C'est totalement impossible, totalement irréaliste." )
( neut_parl_s01_0013 "Nous devons l'entretenir comme un feu naissant, et l'accompagner." )
( neut_parl_s01_0014 "Depuis des mois, l'élevage français périclite." )
( neut_parl_s01_0016 "Le match est-il équitable ?" )
( neut_parl_s01_0017 "C'était la dimension régionale." )
( neut_parl_s01_0018 "Cela nous demande beaucoup d'énergie…" )
( neut_parl_s01_0019 "Nous allons maintenant examiner les articles six à huit, précédemment réservés." )
( neut_parl_s01_0020 "Mais de là à monter cette histoire en épingle…" )
( neut_parl_s01_0021 "Je me permets de souligner ce premier effet utile." )
( neut_parl_s01_0022 "Le rapporteur général, m'a répondu que oui, en l'absence de disposition contraire." )
( neut_parl_s01_0023 "Nous y travaillons, d'arrache-pied." )
( neut_parl_s01_0024 "Nous savons qu'un certain nombre de freins existent." )
( neut_parl_s01_0025 "Ce fichier facilitera principalement la recherche des réseaux de filière." )
( neut_parl_s01_0026 "Les Alsaciens ont de la suite dans les idées." )
( neut_parl_s01_0027 "C'est un peu nébuleux !" )
( neut_parl_s01_0028 "Comme, tout mis en examen, il doit bénéficier d'une présomption d'innocence." )
( neut_parl_s01_0029 "Lourde erreur, madame la ministre !" )
( neut_parl_s01_0031 "Chers collègues, le Lyon-Turin est une chance pour la protection des Alpes…" )
( neut_parl_s01_0032 "J'ai vu que notre collègue Tourret, avait demandé la parole." )
( neut_parl_s01_0033 "Nul ne peut l'affirmer." )
( neut_parl_s01_0034 "J'en viens maintenant au fond." )
( neut_parl_s01_0035 "Certains ont pu suggérer la rédaction d'un Livre blanc européen." )
( neut_parl_s01_0036 "Cette mission d'évaluation, ne concerne pas le site d'Hazebrouck." )
( neut_parl_s01_0037 "Où avez-vous rêvé cela ?" )
