( neut_book_s01_0141 "quelques meubles, couchette, table banc, armoire, coffre, furent fabriqués, et des armes, des munitions des outils, furent transportés au corral." )
( neut_book_s01_0142 "il fallait compter par terre vingt-deux milles environ, voyage à faire en deux jours, suivant l'opinion de mon oncle." )
( neut_book_s01_0143 "Aristote a constaté les dimensions d'un calmar de cinq coudées, soit, trois mètres dix." )
( neut_book_s01_0144 "ils ne traverseront toujours pas le canal, dit le marin." )
( neut_book_s01_0145 "les rames ne plongeaient dans l'eau, qu'à de longs intervalles." )
( neut_book_s01_0146 "un grain de blé !" )
( neut_book_s01_0147 "le capitaine nemo, venait de mettre son appareil électrique en activité." )
( neut_book_s01_0148 "nous gravissions des rocs, qui s'éboulaient ensuite par pans, énormes avec un sourd grondement d'avalanche." )
( neut_book_s01_0149 "La lampe électrique, était combinée de manière à donner tout son pouvoir éclairant." )
( neut_book_s01_0150 "oui, monsieur cyrus." )
( neut_book_s01_0151 "c'est ce qui vous trompe monsieur le professeur, répondit Ned." )
( neut_book_s01_0152 "vers midi un bruit très éloigné se fait entendre." )
( neut_book_s01_0153 "ils se battent ou ils jouent." )
( neut_book_s01_0154 "bientôt l'île keeling disparut sous l'horizon, et la route fut donnée au nord-ouest vers la pointe de la péninsule indienne." )
( neut_book_s01_0155 "les baleiniers anglais lui ont donné le nom de ice-blinck. Quelque épais que soient les nuages, ils ne peuvent l'obscurcir." )
( neut_book_s01_0266 "on le dépeça sous les yeux du canadien, qui tenait à suivre, tous les détails de l'opération." )
( neut_book_s01_0267 "c'est plus qu'utile, c'est_ nécessaire ! sans cela, comment connaître la distance à laquelle nous pouvons envoyer un de ces jolis boulets dont nous sommes approvisionnés ?" )
( neut_book_s01_0314 "jusqu'alors les fatigues l'avaient emporté sur les difficultés ; maintenant, celles-ci allaient véritablement naître sous nos pas." )
( neut_book_s01_0359 "Ah ! monsieur Cyrus, répondit le jeune garçon, soyez tranquille, je ne mourrai pas en route !" )
( neut_parl_s01_0001 "Benoît hamon, monsieur le ministre, ce texte, c'est votre projet." )
( neut_parl_s01_0002 "cette lutte se situe à deux niveaux." )
( neut_parl_s01_0003 "venons-en maintenant au fond." )
( neut_parl_s01_0004 "peu à peu, ils mobilisent des moyens." )
( neut_parl_s01_0005 "s'il y a unanimité pour augmenter le volume, nous le ferons." )
( neut_parl_s01_0006 "En France, c'est le statu quo qui serait inacceptable." )
( neut_parl_s01_0007 "Une baisse est une_ baisse_, et une hausse, même modérée, est une_ hausse_." )
( neut_parl_s01_0008 "cela inclut notamment les communes de résidence de l'un, ou l'autre des époux." )
( neut_parl_s01_0009 "Le chômage a atteint un niveau record." )
( neut_parl_s01_0010 "Ce serait un peu choquant." )
( neut_parl_s01_0011 "on peut le faire si ce principe, vient en contrepartie d'un autre principe de même niveau." )
( neut_parl_s01_0012 "c'est totalement impossible, totalement irréaliste." )
( neut_parl_s01_0013 "nous devons l'entretenir comme un feu naissant, et l'accompagner." )
( neut_parl_s01_0014 "depuis des mois, l'élevage français périclite." )
( neut_parl_s01_0015 "Ces choix ont un objectif, une priorité : assurer les conditions de notre indépendance." )
( neut_parl_s01_0016 "le match est-il équitable ?" )
( neut_parl_s01_0017 "c'était la dimension régionale." )
( neut_parl_s01_0018 "cela nous demande beaucoup d'énergie." )
( neut_parl_s01_0019 "nous allons maintenant examiner les articles six à huit, précédemment réservés." )
( neut_parl_s01_0020 "Mais de là à monter cette histoire en épingle." )
( neut_parl_s01_0021 "je me permets de souligner ce premier effet utile." )
( neut_parl_s01_0022 "le rapporteur général, m'a répondu que oui, en l'absence de disposition contraire." )
( neut_parl_s01_0023 "nous y travaillons, d'arrache-pied." )
( neut_parl_s01_0024 "Nous savons qu'un certain nombre de freins existent." )
( neut_parl_s01_0025 "Ce fichier facilitera principalement la recherche des réseaux de filière." )
( neut_parl_s01_0026 "les alsaciens ont de la suite dans les idées." )
( neut_parl_s01_0027 "c'est un peu nébuleux !" )
( neut_parl_s01_0028 "Comme, tout mis en examen, il doit bénéficier d'une présomption d'innocence." )
( neut_parl_s01_0029 "lourde erreur, madame la ministre !" )
( neut_parl_s01_0031 "chers collègues, le lyon-turin est une chance pour la protection des alpes." )
( neut_parl_s01_0032 "j'ai vu que notre collègue tourret, avait demandé la parole." )
( neut_parl_s01_0034 "j'en viens maintenant au fond." )
( neut_parl_s01_0035 "Certains ont pu suggérer la rédaction d'un Livre blanc européen." )
( neut_parl_s01_0036 "cette mission d'évaluation, ne concerne pas le site d'hazebrouck." )
( neut_parl_s01_0037 "où avez-vous rêvé cela ?" )
( neut_parl_s01_0038 "j'ai entendu aussi beaucoup de nostalgie." )
( neut_parl_s01_0039 "ils travaillent, ils rêvent, ils souffrent, ils aiment, tout comme leurs compatriotes." )
( neut_parl_s01_0040 "cachez votre joie, monsieur le ministre !" )
( neut_parl_s01_0041 "Il faut lancer des politiques ambitieuses de construction de logements sociaux." )
( neut_parl_s01_0042 "l'ensemble des grandes associations, ont besoin du soutien de tous." )
( neut_parl_s01_0043 "ce gouvernement a décidé de faire de marseille une priorité." )
( neut_parl_s01_0044 "les arbitrages, sont d'autant plus importants." )
( neut_parl_s01_0045 "nous serons avec vous christiane." )
( neut_parl_s01_0046 "je suis député de la Haute-Garonne." )
( neut_parl_s01_0047 "la parole est à monsieur frédéric reiss, pour soutenir l'amendement numéro quatre-vingt un." )
( neut_parl_s01_0048 "Trois rixes ont cette semaine, entraîné des violences graves." )
( neut_parl_s01_0050 "il n'empêche, il faut que nous avancions très clairement." )
( neut_parl_s01_0051 "Ce soir, disons-lui adieu." )
( neut_parl_s01_0052 "j'ai toujours respecté mes collègues quand ils étaient dans l'opposition." )
( neut_parl_s01_0053 "au premier octobre deux mille douze, soixante quinze pour cent l'étaient." )
( neut_parl_s01_0054 "cela n'a nullement empêché son bon fonctionnement." )
( neut_parl_s01_0055 "Le deux poids, deux mesures, ce n'est plus possible." )
( neut_parl_s01_0056 "ce sont les textes en vigueur qui le disent." )
( neut_parl_s01_0057 "Vous fixez un seuil à mille deux cents euros." )
( neut_parl_s01_0058 "franchement, le débat serait d'assez médiocre qualité." )
( neut_parl_s01_0059 "cette disposition répond à l'objectif visé par l'article." )
( neut_parl_s01_0060 "or, ceux-ci incluent la liberté du mariage." )
( neut_parl_s01_0061 "La parole est à monsieur philippe bies, pour le groupe socialiste, républicain et citoyen." )
( neut_parl_s01_0062 "Enfin, la façon dont a été mis en cause Bertrand Fragonard." )
( neut_parl_s01_0063 "quelle gabegie, madame la garde des sceaux !" )
( neut_parl_s01_0064 "voilà quatre députés européens talentueux." )
( neut_parl_s01_0065 "il jouera un rôle strictement limité au conseil technique." )
( neut_parl_s01_0066 "je partage votre avis, selon lequel il n'y a jamais de certitude en la matière." )
( neut_parl_s01_0067 "la durée proposée est de un à trois ans." )
( neut_parl_s01_0068 "bravo à ceux qui ont rédigé cet article !" )
( neut_parl_s01_0069 "nous ne croyons ni à la justice mécanique et automatique, ni à la justice_ à_ l'aveugle." )
( neut_parl_s01_0070 "Tout d'abord, examinons le contexte de la négociation." )
( neut_parl_s01_0071 "La seconde moitié du chemin reste à parcourir." )
( neut_parl_s01_0072 "En effet, le projet initial ne comportait que quatre articles consacrés aux outre-mer." )
( neut_parl_s01_0073 "Eh bien moi je l'ai sorti, et là aussi, nous jouerons la transparence." )
( neut_parl_s01_0074 "La France est à l'arrêt, le chômage bat des records." )
( neut_parl_s01_0075 "certes, elle a bâti son argumentation sur son approche libérale." )
( neut_parl_s01_0076 "La parole est à Madame Françoise Dubois." )
( neut_parl_s01_0077 "je salue l'ensemble des collègues pour leur investissement sur ces questions." )
( neut_parl_s01_0078 "nous avons terminé la séance des questions au Gouvernement sur des sujets européens." )
( neut_parl_s01_0079 "suite à cela, l'assemblée plénière de la Cour de cassation est saisie." )
( neut_parl_s01_0080 "il s'agit de la procédure amiable." )
( neut_parl_s01_0081 "neuf millions de personnes sont concernées par cela." )
( neut_parl_s01_0082 "après claude goasguen, après christian jacob, je vous repose la question." )
( neut_parl_s01_0083 "cette réalité touche plus de trois virgule trois millions de nos compatriotes." )
( neut_parl_s01_0084 "il s'agit de la sécurité de l'approvisionnement et du pavillon français." )
( neut_parl_s01_0085 "et puis, j'ai un doute." )
( neut_parl_s01_0086 "elle a porté cette bataille jusque devant le conseil constitutionnel." )
( neut_parl_s01_0087 "c'est surtout une formidable occasion de changer notre regard sur nos aînés." )
( neut_parl_s01_0088 "chers collègues, je suggère que chacun retrouve son calme." )
( neut_parl_s01_0089 "je serai de ce fait, plus bref lors de mes prochaines interventions." )
( neut_parl_s01_0090 "le délai de quinze jours l'est donc également." )
( neut_parl_s01_0091 "taisez-vous, la droite !" )
( neut_parl_s01_0092 "et j'ai plutôt senti dans vos propos une envie pressante de continuer ce débat." )
( neut_parl_s01_0093 "les rôles et les droits de chacun, doivent en effet être mieux encadrés." )
( neut_parl_s01_0094 "cela est dû au mode de scrutin parisien." )
( neut_parl_s01_0095 "la parole est à madame sophie ion." )
( neut_parl_s01_0096 "une telle décision choquera nos compatriotes." )
( neut_parl_s01_0097 "deux de ces hypothèses risquées sont donc évacuées." )
( neut_parl_s01_0098 "cette borne, elle est toujours là." )
( neut_parl_s01_0099 "c'est bien cela qui est en jeu, et qui est dangereux, avec ce changement de nom." )
( neut_parl_s01_0100 "désormais, elle devra faire des avances à l'état, et à la sécurité sociale." )
( neut_parl_s01_0101 "Vous avez été la première à dire que les choses doivent se faire dans la collégialité." )
( neut_parl_s01_0102 "la parole est à monsieur christian jacob, pour un rappel au règlement." )
( neut_parl_s01_0103 "cela m'avait rendu fou !" )
( neut_parl_s01_0104 "venons-en au projet de loi de ce jour." )
( neut_parl_s01_0105 "c'est vous monsieur geoffroy." )
( neut_parl_s01_0106 "essayons donc de faire mieux." )
( neut_parl_s01_0107 "la parole est à monsieur jean-claude mathis." )
( neut_parl_s01_0108 "vous connaissez donc bien ces sujets." )
( neut_parl_s01_0109 "trois fois de suite, il a promis un doublement de l'apprentissage ! trois fois oui." )
( neut_parl_s01_0110 "j'articulerai mon propos autour de quatre idées." )
( neut_parl_s01_0111 "il ne relève que de l'affichage politicien." )
( neut_parl_s01_0112 "les caisses régionales d'épargne organisent quant à elles, l'épargne." )
( neut_parl_s01_0113 "si un gouvernement ne faisait pas cela, ce serait tout de même assez pitoyable." )
( neut_parl_s01_0114 "mon ton va changer un peu." )
( neut_parl_s01_0115 "oui la france souffre, la France gronde." )
( neut_parl_s01_0116 "trois réflexions me semblent revenir sur ce sujet." )
( neut_parl_s01_0117 "certains ici, comme Monsieur Dominique Lefebvre, ont participé aux débats." )
( neut_parl_s01_0118 "voilà donc un budget où les impôts sont alourdis." )
( neut_parl_s01_0119 "ce sujet préoccupe beaucoup les députés." )
( neut_parl_s01_0120 "le haut conseil s'exprimera à partir de la loi de programmation." )
( neut_parl_s01_0121 "Eh bien oui, nous avons besoin de nationaliser le débat." )
( neut_parl_s01_0122 "à l'évidence, il faut au député européen un attachement local." )
( neut_parl_s01_0123 "Cette thèse des quotas relève du fantasme." )
( neut_parl_s01_0125 "la parole est à monsieur, yves albarello." )
( neut_parl_s01_0126 "là aussi, on note plusieurs avancées." )
( neut_parl_s01_0127 "Il n'empêche que, sur le fond, nos députés doivent être inscrits dans un territoire." )
( neut_parl_s01_0128 "trois points m'ont paru intéressants." )
( neut_parl_s01_0129 "Certains fonctionnent plus ou moins bien." )
( neut_parl_s01_0130 "je lui dirai une chose très simple." )
( neut_parl_s01_0131 "On a parlé tout à l'heure des personnes handicapées, et des seniors." )
( neut_parl_s01_0132 "elle ne le lui impose pas." )
( neut_parl_s01_0133 "comment allons-nous le dénouer ?" )
( neut_parl_s01_0134 "nous voterons donc ce collectif budgétaire." )
( neut_parl_s01_0136 "la question reste donc entière." )
( neut_parl_s01_0137 "c'est là-dessus que nous travaillerons." )
( neut_parl_s01_0138 "vous l'entendrez dès l'automne croyez-moi !" )
( neut_parl_s01_0139 "ces projets figurent en bonne place dans le listing de la loi grenelle." )
( neut_parl_s01_0140 "on ose espérer que cette garantie pourra, assez vite, être levée." )
( neut_parl_s01_0141 "il ne s'agit pas d'un amalgame !" )
( neut_parl_s01_0143 "les gens du voyage sont libres de choisir un mode de vie nomade." )
( neut_parl_s01_0144 "l'ensemble des commissaires se sont réunis de nombreuses heures." )
( neut_parl_s01_0145 "ces jeunes filles ont besoin d'un accompagnement et d'une prévention." )
( neut_parl_s01_0147 "s'agissant de la cohérence, je serai bref tant elle est évidente." )
( neut_parl_s01_0148 "la date du premier janvier deux mille quatorze est trop proche." )
( neut_parl_s01_0149 "ce constructeur, c'est toyota." )
( neut_parl_s01_0150 "la parole est à monsieur yves foulon, pour soutenir l'amendement numéro six cent dix-neuf." )
( neut_parl_s01_0151 "j'ai été, à titre personnel, profondément marquée par deux faits." )
( neut_parl_s01_0152 "nous avons déjà eu de nombreuses alertes." )
( neut_parl_s01_0153 "ils ont fait un travail formidable." )
( neut_parl_s01_0154 "nous sommes prêts à nous aimer !" )
( neut_parl_s01_0155 "nous en sommes à trente mille chômeurs par mois." )
( neut_parl_s01_0156 "il s'agit d'une préoccupation centrale pour le gouvernement, qui partage vos inquiétudes." )
( neut_parl_s01_0157 "la parole est à monsieur guy-michel chauveau." )
( neut_parl_s01_0158 "qui l'a lancé au plan européen ?" )
( neut_parl_s01_0159 "chacun est, bien entendu, favorable à la parité." )
( neut_parl_s01_0160 "j'insiste sur ce point." )
( neut_parl_s01_0161 "a-t'elle changé le cours de l'histoire ?" )
( neut_parl_s01_0162 "trois grands problèmes s'entremêlent, de nature politique, sécuritaire et humanitaire." )
( neut_parl_s01_0163 "alors oui, le paquet neutre est une innovation nécessaire.." )
( neut_parl_s01_0164 "je m'en réjouis, monsieur le ministre." )
( neut_parl_s01_0165 "je le mets aux voix." )
( neut_parl_s01_0166 "en chine, il y a un otage tout trouvé : c'est le vin" )
( neut_parl_s01_0167 "ainsi, dans le dossier libyen, le maroc joue un rôle constructif." )
( neut_parl_s01_0168 "la vraie difficulté, tient au délai qui s'écoule." )
( neut_parl_s01_0170 "ce serait un véritable droit, fut-il un peu différé." )
( neut_parl_s01_0171 "enfin, vous avez mentionné un agenda législatif trop rempli." )
( neut_parl_s01_0172 "je reviens au sujet qui nous occupe." )
( neut_parl_s01_0173 "sur quelle base vous fondez-vous ?" )
( neut_parl_s01_0174 "cela ne changera rien pour eux." )
( neut_parl_s01_0175 "ou êtes-vous frappés d'amnésie ?" )
( neut_parl_s01_0176 "c'est pareil pour l'énergie : on peut en profiter sans aller vers le gaspillage." )
( neut_parl_s01_0177 "vous ne voulez pas entendre ce peuple, mais son indignation monte." )
( neut_parl_s01_0178 "Bien sûr vous avez raison, il y a des lignes rouges, et nous les défendons aussi." )
( neut_parl_s01_0179 "notre collègue jean launay l'a déjà défendu." )
( neut_parl_s01_0180 "dieu merci aujourd'hui, je suis consciente que c'est un avantage." )
( neut_parl_s01_0181 "je sais que rien ne vous effraie, mais il n'empêche que les murs de Bercy sont hauts." )
( neut_parl_s01_0182 "nous parlons ici de la hiérarchie des normes des documents d'urbanisme." )
( neut_parl_s01_0184 "nombreuses et foisonnantes, toutes n'ont pu être reprises." )
( neut_parl_s01_0185 "je le cite : il reste donc la part équipement." )
( neut_parl_s01_0186 "la position de jean-claude gaudin et de la mairie de marseille, est sans ambiguïté." )
( neut_parl_s01_0187 "je propose donc, à travers cet amendement, de mettre les intermédiaires dans la boucle." )
( neut_parl_s01_0188 "un certain nombre d'exemples ont été pris par notre collègue gagnaire tout à l'heure." )
( neut_parl_s01_0189 "or cette campagne est fausse." )
( neut_parl_s01_0190 "la france mérite un toutautre projet." )
( neut_parl_s01_0191 "cette bataille est celle de toute une génération." )
( neut_parl_s01_0192 "la parole est à monsieur philippe gomes, pour soutenir l'amendement numéro cent onze." )
( neut_parl_s01_0193 "Le hasard ici, c'est la rencontre avec un harceleur." )
( neut_parl_s01_0194 "je vous le dis comme je le pense." )
( neut_parl_s01_0195 "nous y viendrons en temps et en heure." )
( neut_parl_s01_0197 "ce chemin à mes yeux, mène au totalitarisme." )
( neut_parl_s01_0198 "C'est terminé, monsieur gosselin." )
( neut_parl_s01_0199 "au fond, à quel cap vous fiez-vous en deux mille treize ?" )
( neut_parl_s01_0200 "un point donnera automatiquement lieu à deux points." )
( neut_parl_s01_0202 "il faut donc travailler sur le sujet, au niveau européen." )
( neut_parl_s01_0203 "michel sapin a participé à cette réunion." )
( neut_parl_s01_0204 "face à ces flux croissants d'étudiants et de chercheurs, les pays d'accueil s'organisent." )
( neut_parl_s01_0206 "le concept de co-éducation, me semble flou et ambigu." )
( neut_parl_s01_0207 "c'est trop long, trop compliqué, trop cher." )
( neut_parl_s01_0208 "nous, nous en cherchons, parce que nous sommes responsables." )
( neut_parl_s01_0209 "en conséquence, l'amendement numéro trois cent cinquante neuf, tombe." )
( neut_parl_s01_0210 "cet outre-mer est riche de ressources énergétiques douces." )
( neut_parl_s01_0211 "pour conclure, je veux vous livrer un témoignage." )
( neut_parl_s01_0212 "il est bon que nous ayons maintenant ce débat." )
( neut_parl_s01_0213 "c'est une méthode qu'il nous lègue." )
( neut_parl_s01_0214 "certains précédents ont montré que, parfois, ces procédés sont admis." )
( neut_parl_s01_0215 "ces amendements ont été malheureusement rejetés." )
( neut_parl_s01_0216 "bien sûr, on rame depuis un an." )
( neut_parl_s01_0217 "Que voulez-vous encore monsieur Gosselin ?" )
( neut_parl_s01_0218 "leurs initiatives sur le terrain seront soutenues." )
